uses,0.0018484288354898336
sport,0.04004929143561307
disambiguation,0.0006161429451632779
childhood,0.0006161429451632779
association,0.0024645717806531116
football,0.006777572396796057
shown,0.0006161429451632779
team,0.0012322858903265558
provides,0.0006161429451632779
opportunities,0.0012322858903265558
nurture,0.0006161429451632779
physical,0.006777572396796057
fitness,0.0018484288354898336
social,0.0006161429451632779
interaction,0.0006161429451632779
skills,0.0012322858903265558
refers,0.0006161429451632779
competitive,0.0036968576709796672
activity,0.0030807147258163897
generally,0.0006161429451632779
recognised,0.0024645717806531116
activities,0.0030807147258163897
based,0.0006161429451632779
athleticism,0.0006161429451632779
dexterity,0.0006161429451632779
sports,0.05052372150338879
usually,0.0012322858903265558
governed,0.0006161429451632779
rules,0.0036968576709796672
ensure,0.0018484288354898336
fair,0.004313000616142946
competition,0.008009858287122612
consistent,0.0006161429451632779
adjudication,0.0006161429451632779
winner,0.0012322858903265558
records,0.0006161429451632779
performance,0.0030807147258163897
kept,0.0006161429451632779
reported,0.0012322858903265558
news,0.0012322858903265558
major,0.0012322858903265558
source,0.0012322858903265558
entertainment,0.0006161429451632779
spectator,0.004313000616142946
drawing,0.0006161429451632779
large,0.0024645717806531116
crowds,0.0006161429451632779
reaching,0.0006161429451632779
wider,0.0012322858903265558
audiences,0.0018484288354898336
broadcasting,0.0006161429451632779
contents,0.0006161429451632779
meaning,0.0024645717806531116
usage,0.0012322858903265558
etymology,0.0012322858903265558
nomenclature,0.0012322858903265558
definition,0.004929143561306223
history,0.0036968576709796672
play,0.0030807147258163897
sportsmanship,0.0036968576709796672
cheating,0.0018484288354898336
doping,0.0012322858903265558
drugs,0.0030807147258163897
violence,0.0024645717806531116
participation,0.009858287122612447
gender,0.0018484288354898336
youth,0.0030807147258163897
involvement,0.0018484288354898336
issues,0.0012322858903265558
considerations,0.0012322858903265558
amateur,0.006161429451632779
professional,0.006777572396796057
technology,0.0030807147258163897
politics,0.0030807147258163897
references,0.0012322858903265558
reading,0.0012322858903265558
external,0.0012322858903265558
links,0.0012322858903265558
comes,0.0006161429451632779
old,0.0006161429451632779
french,0.0006161429451632779
desport,0.0006161429451632779
leisure,0.0018484288354898336
oldest,0.0006161429451632779
english,0.0024645717806531116
humans,0.0006161429451632779
amusing,0.0006161429451632779
entertaining,0.0006161429451632779
meanings,0.0006161429451632779
include,0.0024645717806531116
gambling,0.0018484288354898336
events,0.0024645717806531116
staged,0.0006161429451632779
purpose,0.0006161429451632779
hunting,0.0006161429451632779
games,0.0073937153419593345
diversions,0.0006161429451632779
including,0.004929143561306223
ones,0.0006161429451632779
require,0.0006161429451632779
exercise,0.0018484288354898336
roget,0.0012322858903265558
s,0.0073937153419593345
defines,0.0006161429451632779
noun,0.0006161429451632779
engaged,0.0012322858903265558
relaxation,0.0006161429451632779
amusement,0.0006161429451632779
synonyms,0.0006161429451632779
diversion,0.0006161429451632779
recreation,0.0012322858903265558
singular,0.0006161429451632779
term,0.0012322858903265558
used,0.0024645717806531116
dialects,0.0006161429451632779
overall,0.0006161429451632779
concept,0.0006161429451632779
e,0.0018484288354898336
g,0.0018484288354898336
children,0.0018484288354898336
taking,0.0012322858903265558
multiple,0.0006161429451632779
rugby,0.0030807147258163897
popular,0.0030807147258163897
england,0.0006161429451632779
american,0.0006161429451632779
terms,0.0012322858903265558
game,0.0018484288354898336
definitions,0.0012322858903265558
jumping,0.0006161429451632779
equestrian,0.0018484288354898336
precise,0.0006161429451632779
separates,0.0006161429451632779
varies,0.0006161429451632779
sources,0.0012322858903265558
universally,0.0006161429451632779
agreed,0.0006161429451632779
closest,0.0006161429451632779
international,0.0036968576709796672
agreement,0.0012322858903265558
provided,0.0012322858903265558
sportaccord,0.0030807147258163897
largest,0.0006161429451632779
federations,0.0006161429451632779
athletics,0.0018484288354898336
cycling,0.0006161429451632779
tennis,0.0006161429451632779
facto,0.0012322858903265558
representative,0.0006161429451632779
following,0.0018484288354898336
criteria,0.0006161429451632779
determining,0.0006161429451632779
element,0.0024645717806531116
way,0.0006161429451632779
harmful,0.0006161429451632779
living,0.0006161429451632779
creature,0.0006161429451632779
rely,0.0012322858903265558
equipment,0.0024645717806531116
single,0.0006161429451632779
supplier,0.0006161429451632779
excluding,0.0006161429451632779
proprietary,0.0006161429451632779
arena,0.0006161429451632779
luck,0.0006161429451632779
specifically,0.0006161429451632779
designed,0.0006161429451632779
recognise,0.0006161429451632779
primarily,0.0024645717806531116
mind,0.0012322858903265558
chess,0.0006161429451632779
predominantly,0.0006161429451632779
motorised,0.0006161429451632779
formula,0.0006161429451632779
powerboating,0.0006161429451632779
ordination,0.0006161429451632779
billiard,0.0006161429451632779
animal,0.0006161429451632779
supported,0.0012322858903265558
increase,0.0030807147258163897
application,0.0006161429451632779
set,0.0012322858903265558
non,0.0018484288354898336
challenges,0.0006161429451632779
electronic,0.0012322858903265558
especially,0.0006161429451632779
scale,0.0006161429451632779
organised,0.0012322858903265558
widely,0.0006161429451632779
mainstream,0.0006161429451632779
organisations,0.0006161429451632779
opposing,0.0006161429451632779
views,0.0006161429451632779
necessity,0.0006161429451632779
defining,0.0006161429451632779
involving,0.0006161429451632779
governing,0.0018484288354898336
bodies,0.0030807147258163897
requiring,0.0006161429451632779
prerequisite,0.0006161429451632779
recognition,0.0006161429451632779
olympic,0.0073937153419593345
committee,0.0006161429451632779
ioc,0.0024645717806531116
advocate,0.0006161429451632779
widening,0.0006161429451632779
instance,0.0006161429451632779
council,0.0018484288354898336
europe,0.0018484288354898336
forms,0.0006161429451632779
completed,0.0006161429451632779
